filename,width,height,class,xmin,ymin,xmax,ymax
146122_jpg.rf.6234c89abbcf2ab363b14277491905b2.jpg,640,640,oatmeal,0,0,640,640
10936_jpg.rf.620ee0451cd688510f5234516f326bc6.jpg,640,640,croissant,0,0,640,640
11411_jpg.rf.6205060b375dfc82178c9c237bb1b765.jpg,640,640,Rice,3,0,640,640
13701_jpg.rf.624710a3ce00d1c3395f37dac9a0a5c5.jpg,640,640,Rice,0,3,640,640
146732_jpg.rf.62541cb6250cdb79cb0c5dd1bb7085ec.jpg,722,722,oatmeal,0,0,722,722
8533_jpg.rf.623916d508a72afafba3990d82c481e9.jpg,693,693,roast chicken,0,0,693,693
13518_jpg.rf.622de6e7a9eab6dcd80735a86100442e.jpg,640,640,hot dog,0,0,640,640
12935_jpg.rf.6246bc3bff7c381738f624e1b0c3564c.jpg,640,640,french fries,0,0,640,640
16257_jpg.rf.6249dea8a13c2df94248c2362e2a2361.jpg,640,640,cold tofu,0,0,640,640
170719_jpg.rf.622830906c1d013116899538b28a01dd.jpg,693,693,di san xian,0,0,693,693
868_jpg.rf.6211cb2b90d7eea6104f3720bcfeaca8.jpg,640,640,Fried Rice,0,0,640,640
34336_jpg.rf.6201e38873d1fdd4e77619c983f934e8.jpg,640,640,apple pie,0,0,640,640
44703_jpg.rf.6260d454e587d6c0bceb1f1c5f219ac6.jpg,640,640,di san xian,0,0,640,640
15195_jpg.rf.62541a48c24637ca2c9141f226e0cf3d.jpg,683,683,ramen noodle,0,0,683,683
1714_jpg.rf.62681b6f0d663195299f1160a755432d.jpg,651,651,Pizza,0,0,651,651
94521_jpg.rf.622305627ac0693ee5e79687f289e156.jpg,640,640,oatmeal,0,0,640,640
15675_jpg.rf.62658a6fb89ca4eb23956453d1f76538.jpg,683,683,ramen noodle,0,0,683,683
12_jpg.rf.625f6cae89341c611bec488eab26e748.jpg,640,640,Rice,0,0,640,640
8011_jpg.rf.621b42d32d0c0dea0e2e472e8f912450.jpg,640,640,boiled chicken and vegetables,0,0,640,640
880_jpg.rf.622b6464609a0de55921833a237d0276.jpg,651,651,Fried Rice,0,0,651,651
500_jpg.rf.624b8edbd2ff5153b8dfa405e9aaf79e.jpg,713,713,Beef Curry,0,0,713,713
77563_jpg.rf.62568474d6b18056834fd87c0111995d.jpg,640,640,french bread,0,0,640,640
11737_jpg.rf.61fc2249ebe7c79aa5f3836064fe8514.jpg,661,661,Rice,0,0,661,661
2677_jpg.rf.626a66ead519a2f2c6d717e8ea9fdd71.jpg,672,672,spaghetti,0,0,672,672
548_jpg.rf.626b1ed980f8f3ca6adc27daa3b64033.jpg,640,640,Rice,0,0,640,640
11379_jpg.rf.626df4d0123debe0e479d7bd46d994cc.jpg,640,640,ramen noodle,0,0,640,640
12932_jpg.rf.627b515f9ee75ccf4166577427e2cc96.jpg,693,693,french fries,0,0,693,693
13492_jpg.rf.627d97fb443b72a535bd4e492f6e1f3d.jpg,651,651,hot dog,0,0,651,651
17178_jpg.rf.628eb0cedfabc1bcf67d0d8cc3e07fca.jpg,722,722,short cake,0,0,722,722
75091_jpg.rf.62b1556bf2742054aacbbbe8a9985479.jpg,672,672,waffle,0,0,672,672
1105_jpg.rf.62840b93f5bbf3e5229a9e2ce8ca5534.jpg,722,722,Toast,0,0,722,722
97786_jpg.rf.62a9100439cac05ca8c5ca206ef84c6e.jpg,741,741,chicken nuggets,0,0,741,741
1288_jpg.rf.6272a945b81a0cf286b92c9e0f1561b5.jpg,640,640,croissant,0,0,640,640
8012_jpg.rf.626fa652381168fa166cd032c9750f0c.jpg,661,661,boiled chicken and vegetables,0,0,661,661
11059_jpg.rf.62b8093624cfbf764445cbb00d3f5587.jpg,640,640,Rice,2,0,640,640
9026_jpg.rf.62a771cf4515abaa9084ab0a86ffb4c7.jpg,640,640,fried shrimp,0,0,640,640
35180_jpg.rf.62937bc8da00458ee0bbe01ad473c046.jpg,703,703,lasagna,0,0,703,703
33697_jpg.rf.629fab016f6fc5e03d11c3aa5c51db30.jpg,672,672,short cake,0,0,672,672
329385_jpg.rf.62d12997c16b816831bba55b13386838.jpg,651,651,eggplant with garlic sauce,0,0,651,651
94_jpg.rf.62cc0926c65d0d1c782f9f8d61ccbdd2.jpg,640,640,Toast,0,0,640,640
109040_jpg.rf.62c9b146b21e72da5bd0669e16a27adb.jpg,640,640,apple pie,0,0,640,640
132284_jpg.rf.62b9bf33de85603acfab5ec89cfa4c85.jpg,640,640,french bread,0,0,640,640
2192_jpg.rf.629afd56f8d664011d69358bdf76d555.jpg,640,640,ramen noodle,0,0,640,640
107165_jpg.rf.62a95a712bc837f6c97b2fc49dfab7bc.jpg,722,722,donut,0,0,722,722
14415_jpg.rf.62dd6d08c5e13c497f7182c8de3f044f.jpg,722,722,Toast,0,0,722,722
89895_jpg.rf.62b00be64832b2bcce2c1ceb003fb23b.jpg,640,640,bagel,0,0,640,640
1812_jpg.rf.62806015009ece73adee355eaa3c4fcc.jpg,713,713,sandwich,0,0,713,713
44420_jpg.rf.62dd72ef048ae891733c1646d186fd44.jpg,640,640,bagel,0,0,640,640
1882_jpg.rf.62bc7286127bf0e7a37262030de64006.jpg,640,640,sandwich,0,0,640,640
334004_jpg.rf.62c5e9dd174eefa365d595ae400f214b.jpg,640,640,hot - sour soup,0,0,640,640
170897_jpg.rf.62d2df0c079218e803ab718bc2693f64.jpg,741,741,di san xian,0,0,741,741
844_jpg.rf.62e69341cfb0392af798aaec2ed04621.jpg,640,640,Fried Rice,0,0,640,640
14460_jpg.rf.62effa413dec1f85da9d3ae10c3bb148.jpg,732,732,ramen noodle,0,0,732,732
82228_jpg.rf.630131e5f7d47cd961c15607e788d6ed.jpg,640,640,chicken nuggets,0,0,640,640
49070_jpg.rf.63161005eecb4b494c96b3a992ca6126.jpg,651,651,lamb kebab,0,0,651,651
871_jpg.rf.62ecc304e3f1c4815ba1783f8bfe691e.jpg,722,722,Fried Rice,0,0,722,722
835_jpg.rf.6335d5e6d3f51b39347272c70676fe4b.jpg,672,672,Fried Rice,0,0,672,672
17390_jpg.rf.633b1d10557a0f0a287f7786e509b2d6.jpg,713,713,short cake,0,0,713,713
9030_jpg.rf.630155eaf51f834434e5da9e9ee48da0.jpg,640,640,fried shrimp,0,0,640,640
82926_jpg.rf.633398f8518be00fa47ca3acbc0439fc.jpg,640,640,chicken nuggets,0,0,640,640
10633_jpg.rf.63161e3f0d99114746e3e1dda0f38c22.jpg,713,713,Rice,0,0,713,713
12997_jpg.rf.634f569e5cb99addf858958df6a009f5.jpg,651,651,Toast,0,0,651,651
333961_jpg.rf.6363cbaf9a94d73eecedfd2dad24e541.jpg,713,713,hot - sour soup,0,0,713,713
129209_jpg.rf.6346f7180099de8b79473350da401cb7.jpg,732,732,short cake,0,0,732,732
9203_jpg.rf.6301a753f3155e2b9f72e6010707f31f.jpg,672,672,Rice,0,0,672,672
1191_jpg.rf.631be2cefd399813146a5411fc01eaa5.jpg,693,693,Toast,0,0,693,693
146868_jpg.rf.632529440a57e2f7a7b1146fd1635fad.jpg,640,640,oatmeal,0,0,640,640
1773_jpg.rf.63621f5fc22575791366b494fd54cc71.jpg,732,732,Pizza,0,0,732,732
331598_jpg.rf.634823365c92da1d446f70e0c19ef0dc.jpg,640,640,eggplant with garlic sauce,0,0,640,640
847_jpg.rf.634d9e28bc322c4341a5989172fc124a.jpg,693,693,Fried Rice,0,0,693,693
10660_jpg.rf.6324e1449f819f79e45283c6b7d780a0.jpg,741,741,ramen noodle,0,0,741,741
12999_jpg.rf.636bdce8ad6159ea72f668038dd30ab8.jpg,640,640,Toast,0,0,640,640
46211_jpg.rf.63655e58e7f5980014720c4efbaa2065.jpg,741,741,di san xian,0,0,741,741
1168_jpg.rf.636afb13652ff463b943c54e4b9c716d.jpg,661,661,Toast,0,0,661,661
14629_jpg.rf.635814d4fa4dd8bd474c2c86efff3966.jpg,651,651,french bread,0,0,651,651
3915_jpg.rf.62ffa09a6ba62d47a8f13e43421cae51.jpg,722,722,omelet,0,0,722,722
1774_jpg.rf.62de600caea8b0b71d8a9f80ca1bd505.jpg,640,640,Pizza,0,0,640,640
14845_jpg.rf.6371180392e444b9213b31d7ae6846a1.jpg,640,640,croissant,0,0,640,640
136512_jpg.rf.636dd1db34ef6b1c37ccca7f73e8b985.jpg,640,640,bagel,0,0,640,640
1747_jpg.rf.6384ca4f7fa34e827f4dc11b8245301f.jpg,693,693,Pizza,0,0,693,693
1247_jpg.rf.63832c7579072523f7b0d5b93508d10c.jpg,640,640,croissant,0,0,640,640
649_jpg.rf.63725535e84bdb08779921cfc65a8732.jpg,713,713,Sushi,0,0,713,713
170853_jpg.rf.63820bc0b314d2952d9295550ed7a0cd.jpg,640,640,lamb kebab,0,0,640,640
623_jpg.rf.638ce1412c3ab1e818a063291d9fb5c4.jpg,640,640,Sushi,0,0,640,640
13558_jpg.rf.637f8c6ea362f73a66db333b25f6d8f8.jpg,640,640,hot dog,0,0,640,640
10856_jpg.rf.639d848a7d581205e2cf8061b789aff4.jpg,661,661,Rice,0,2,661,661
97824_jpg.rf.63983574e153a9d920709f839b1e2462.jpg,703,703,oatmeal,0,0,703,703
15922_jpg.rf.639ba62c4bbb1ded727d0946dca76259.jpg,640,640,Beef Curry,6,0,640,640
1217_jpg.rf.638848ab3d437aa371d8ac72003935ef.jpg,640,640,croissant,0,0,640,640
626_jpg.rf.63acdb78e848aae17176813c77285f1a.jpg,703,703,Sushi,0,0,703,703
608_jpg.rf.63cebe445f587fad0b58b50f1a599819.jpg,703,703,Sushi,0,0,703,703
97821_jpg.rf.63728a8e4e598b4599f503fc8774f028.jpg,683,683,nachos,0,0,683,683
143879_jpg.rf.63b55241db9e9b4e263ab74871006b99.jpg,640,640,lasagna,0,0,640,640
13451_jpg.rf.63a2365be18cf7835add04c9b21824d2.jpg,722,722,waffle,0,0,722,722
11617_jpg.rf.63d47be8c7e6b7f7ab1d7f01b515ae1c.jpg,651,651,Beef Curry,0,0,651,651
13893_jpg.rf.638b72eccd2336f3dfd095192d1a08b7.jpg,741,741,Rice,0,0,741,741
595_jpg.rf.63d217ed43bb47b57d1d375797c43895.jpg,640,640,Beef Curry,0,4,640,640
103535_jpg.rf.63eb59f541dba93ae6c519fd59e5b7d0.jpg,703,703,scrambled egg,0,0,703,703
10974_jpg.rf.64005a7b2560642a3b093269f013d718.jpg,661,661,ramen noodle,0,0,661,661
14556_jpg.rf.63fd9a96f8b63f0564b139421bd8f9d7.jpg,713,713,spaghetti,0,0,713,713
100260_jpg.rf.64077e960b13912985c25de796962a43.jpg,640,640,oatmeal,0,0,640,640
352_jpg.rf.63e59ae5c590eec5591c48e4100e64c2.jpg,640,640,chicken-n-egg on rice,0,0,640,640
12987_jpg.rf.63dfee2854bfbf634297311595ddd811.jpg,640,640,french fries,0,0,640,640
1139_jpg.rf.63dadd45ca0ca149cc8c924b94c15c65.jpg,640,640,Toast,0,0,640,640
10996_jpg.rf.64089e8b4765daf87a43c0104f1213ee.jpg,640,640,fried shrimp,0,0,640,640
37662_jpg.rf.63d09a4990787f76c2da88c6cceaf61d.jpg,651,651,lamb kebab,0,0,651,651
97340_jpg.rf.64078a9ef49291b42ee0673b154495d0.jpg,693,693,pancake,0,0,693,693
144165_jpg.rf.641d083a810f2f1859735f5b406975ea.jpg,640,640,lasagna,0,0,640,640
15527_jpg.rf.63c86a75004c1cb3214ca03e02a744e1.jpg,651,651,ramen noodle,0,0,651,651
142869_jpg.rf.639128a9e0ff92d45351e06fbf0b1e9b.jpg,651,651,nachos,0,0,651,651
120794_jpg.rf.6421a30bba88d67d9932ea535f16441d.jpg,651,651,popcorn,0,0,651,651
15302_jpg.rf.63f244bfbb05555e8fd51e334bc450f7.jpg,640,640,Rice,0,2,640,640
13033_jpg.rf.63d922b3cf283bb0a992f19bc416e611.jpg,693,693,Toast,0,0,693,693
48796_jpg.rf.64300c32b4736de150a275cbaa0e7326.jpg,640,640,di san xian,0,0,640,640
868_jpg.rf.644b5f7a1304a34afdd69ea8d7c2ed21.jpg,683,683,Fried Rice,0,0,683,683
1868_jpg.rf.6432f595912b17342824a65b7925a615.jpg,651,651,sandwich,0,0,651,651
103137_jpg.rf.6453e067c6f4066e2adacf7b01b82be9.jpg,640,640,nachos,0,0,640,640
98981_jpg.rf.644c22e8575c341c283718fec6343224.jpg,732,732,nachos,0,0,732,732
33872_jpg.rf.645501c87327d8d7ae41513dc69859ae.jpg,640,640,apple pie,0,0,640,640
153266_jpg.rf.645548e27befb9bec095f7472f18a9b0.jpg,693,693,donut,0,0,693,693
46350_jpg.rf.6441d2d84a47e1a31cd1d48d0ace20ff.jpg,640,640,bagel,0,0,640,640
75042_jpg.rf.64647944e446e07a26f47f428bd08072.jpg,683,683,waffle,0,0,683,683
150294_jpg.rf.6469d05c42ceeb4a24a0042883865292.jpg,703,703,popcorn,0,0,703,703
8031_jpg.rf.646a7a06042d0954d76216d655b5a675.jpg,640,640,boiled chicken and vegetables,0,0,640,640
103469_jpg.rf.6475c347d61bb7b9e00d3fe0b7c4f000.jpg,713,713,scrambled egg,0,0,713,713
10717_jpg.rf.6448f40403c94f2bb7b3b48b29415e33.jpg,741,741,Sushi,0,0,741,741
11159_jpg.rf.64941a290f4cd27dc7379641950c0e61.jpg,640,640,Rice,0,0,640,640
2208_jpg.rf.647f13eff4ac451929971e0c08654fde.jpg,693,693,ramen noodle,0,0,693,693
13035_jpg.rf.649bcffe7df17c958ccc7f706e405375.jpg,651,651,Toast,0,0,651,651
12938_jpg.rf.6495e7de8426b01e4b2ada07dc32ae8f.jpg,703,703,french fries,0,0,703,703
11338_jpg.rf.6464bbbb18c2fc2798600d9a48602e40.jpg,722,722,chicken nuggets,0,0,722,722
638_jpg.rf.649b9ceab6364493c850e38c1a55605f.jpg,640,640,Sushi,0,0,640,640
640_jpg.rf.64aa865daa2608034bc1b586f247c681.jpg,640,640,Sushi,0,0,640,640
14778_jpg.rf.64a0a620db77a1c0e59707615f94630f.jpg,683,683,ramen noodle,0,0,683,683
308_jpg.rf.64c06865ff4de6ed2142550b97ac1980.jpg,640,640,chicken-n-egg on rice,0,0,640,640
1126_jpg.rf.64c2fbdb994c6a1a70ba48b7f2c7f6e1.jpg,683,683,Toast,0,0,683,683
352_jpg.rf.647eb059ede9882bd0b3804aaa1efb41.jpg,661,661,chicken-n-egg on rice,0,0,661,661
74679_jpg.rf.6473790a6777e1a9352f63fb3bded0a3.jpg,732,732,waffle,0,0,732,732
328189_jpg.rf.645a2d30d8c95e8e921cd1307f3cc110.jpg,651,651,eggplant with garlic sauce,0,0,651,651
8960_jpg.rf.64d115e9566126fc0104fb4e6c336978.jpg,732,732,fried shrimp,0,0,732,732
13558_jpg.rf.64cb529f3251a3d3e0913680bd4b41a9.jpg,713,713,hot dog,0,0,713,713
334421_jpg.rf.64c7c4822c9c7f97ce37f350bad2a833.jpg,693,693,hot - sour soup,0,0,693,693
98442_jpg.rf.64d6366516614a1c831f655e815d58d5.jpg,693,693,tiramisu,0,0,693,693
95692_jpg.rf.64cc94d6d2d94cf61ca30d881d0bfd28.jpg,672,672,oatmeal,0,0,672,672
14427_jpg.rf.64d458fe09561f6cba5f9e9e6f73df3c.jpg,703,703,Rice,0,7,703,703
15568_jpg.rf.652fcee7c6ea8240951ef6192414feae.jpg,640,640,short cake,0,0,640,640
12992_jpg.rf.64d90b1153b62af0fbf0c226af3512db.jpg,640,640,Toast,0,0,640,640
10886_jpg.rf.652c19ebe70594dbe571ac9b944b2ed3.jpg,661,661,ramen noodle,0,0,661,661
1227_jpg.rf.64e804b1856ca8db6eb0bde2d9b5726a.jpg,672,672,croissant,0,0,672,672
14637_jpg.rf.64fbab3a08665e047d1348aa703a120a.jpg,640,640,sandwich,0,0,640,640
48900_jpg.rf.653880c78ac4a268771ce71ed804e655.jpg,732,732,lamb kebab,0,0,732,732
37628_jpg.rf.654f94161479127ffbdb770bc00d87b0.jpg,640,640,lamb kebab,0,0,640,640
1795_jpg.rf.64d78bf3163767921c5c0e753edd4a1f.jpg,683,683,sandwich,0,0,683,683
9030_jpg.rf.651732c8eafaf670cfce2f4fff4fdecb.jpg,661,661,fried shrimp,0,0,661,661
8464_jpg.rf.6538a656b2b3a13ca2652f92d23d0ed7.jpg,640,640,roast chicken,0,1,640,640
10277_jpg.rf.6546e6665bfb54880241d4bf5afa8d5f.jpg,661,661,waffle,0,0,661,661
888_jpg.rf.65307ce9a4773fafb96aaf1fb94f54bf.jpg,672,672,Fried Rice,0,0,672,672
